query_id,item_id
s00528,a00526
s00528,v01453
s00532,a00934
s00532,i3515
s00536,i20010
s00536,i555
s00536,i19240
s00536,i20422
s00536,i25950
s00536,i2710
s00536,i314
s00536,i279
s00536,i6521
s00536,i19637
s00536,i1595
s00536,i23127
s00536,i16444
s00536,i21727
s00536,i1688
s00536,i2837
s00536,i23828
s00536,i16134
s00536,i2717
s00536,i17130
s00536,i2376
s00536,i3212
s00538,v01343
s00538,v02132
s00538,v02495
s00538,v02306
s00538,v02391
s00539,i125
s00539,a00870
s00539,a00929
s00539,a00690
s00539,a00927
s00539,a00696
s00539,i3630
s00539,i3713
s00539,i14919
s00539,i16633
s00539,i1024
s00540,v01104
s00540,v00045
s00540,v01613
s00540,i23637
s00540,v00064
s00540,i1829
s00540,v01141
s00540,i2119
s00540,v01091
s00540,i19915
s00540,i15720
s00543,a00696
s00543,a00690
s00543,a00927
s00543,i1024
s00543,i19346
s00543,a00929
s00543,a00698
s00544,a00653
s00544,a00223
s00544,a00204
s00544,a00206
s00544,a00770
s00544,a00221
s00544,a00218
s00544,a00771
s00544,a00657
s00544,v01486
s00544,a00747
s00545,v00045
s00545,v02495
s00545,v02391
s00545,i25143
s00545,i21814
s00545,v01028
s00545,i125
s00545,v00894
s00545,i6419
s00545,i21813
s00545,i2139
s00545,i25818
s00545,i6418
s00545,i307
s00546,a00641
s00547,a00641
s00551,v02123
s00551,v02398
s00552,v02123
s00552,v02398
s00554,a00929
s00554,v00426
s00554,i3433
s00554,i21820
s00554,v01612
s00554,i1620
s00554,v01214
s00554,i1619
s00554,a00371
s00555,a00929
s00555,v00426
s00555,i3433
s00555,i21820
s00555,v01612
s00555,i1620
s00555,v01214
s00555,i1619
s00555,a00371
s00556,i2353
s00556,i19439
s00556,a00090
s00556,a00934
s00556,i24445
s00556,v01437
s00556,i16541
s00556,i2351
s00556,v01661
s00556,i18520
s00556,v00199
s00556,i4941
s00556,i21742
s00556,i5615
s00556,i13740
s00556,a00344
s00556,i2358
s00557,a00927
s00557,i25430
s00557,i25431
s00557,i129
s00557,a00438
s00557,i5725
s00557,i5150
s00557,i19735
s00557,i24720
s00557,i1620
s00557,i4438
s00558,a00652
s00558,v02556
s00558,a00223
s00558,a00653
s00559,a00934
s00559,v01616
s00559,a00444
s00560,v00045
s00560,v01104
s00560,v01537
s00560,v01613
s00560,a00439
s00560,i15720
s00560,v01787
s00560,i19731
s00560,i2119
s00560,i20739
s00560,i23242
s00560,i15615
s00560,i6328
s00560,i6419
s00560,i25421
s00560,v01091
s00560,i15747
s00560,i4321
s00560,i1829
s00561,v01486
s00561,v00307
s00561,a00650
s00561,a00648
s00562,v01486
s00562,v01617
s00562,v01609
s00562,v01607
s00564,a00649
s00564,a00612
s00564,i22233
s00564,i20911
s00564,a00700
s00564,a00435
s00564,i4928
s00564,i6031
s00564,i19917
s00564,i25826
s00564,i3526
s00564,v01266
s00564,a00848
s00564,a00701
s00564,i3444
s00564,i20410
s00564,i545
s00564,a00427
s00564,a00228
s00564,i23526
s00564,a00225
s00565,v00426
s00565,i26639
s00565,i1627
s00565,i4426
s00565,i1579
s00566,v00426
s00566,i26639
s00566,i1627
s00566,i4426
s00566,i1579
s00567,v00426
s00567,i23620
s00568,i25738
s00568,i23526
s00568,i2369
s00568,i3243
s00568,i1146
s00568,i23624
s00568,a00435
s00568,a00367
s00568,a00228
s00568,a00504
s00568,i6031
s00568,i2366
s00568,a00111
s00568,a00107
s00570,v00676
s00571,v00676
s00572,v02705
s00572,i5549
s00572,i22621
s00572,v01049
s00572,v01028
s00572,i21814
s00572,i4828
s00572,i20630
s00572,i21813
s00572,i25143
s00572,i3520
s00572,v02514
s00572,i25711
s00574,v01486
s00574,v00001
s00575,v01486
s00575,v00001
s00577,v00676
s00583,i2028
s00583,i25312
s00583,v00045
s00583,v01104
s00583,i23637
s00583,i2465
s00583,i1529
s00583,v01286
s00583,i26050
s00583,i2611
s00583,i2612
s00583,i2613
s00583,i2614
s00583,i2615
s00583,i2616
s00583,i2617
s00583,i2618
s00583,i6329
s00583,i2297
s00583,i6328
s00583,v01613
s00583,i1829
s00584,i19616
s00584,i18636
s00584,i18616
s00584,i5736
s00584,i17930
s00584,i13748
s00584,i1972
s00584,i3544
s00584,i15436
s00584,i15438
s00584,i14324
s00584,i1441
s00584,i23019
s00584,i25749
s00584,i15722
s00584,i1024
s00584,i14515
s00584,i26723
s00584,i25219
s00584,i15430
s00584,i1449
s00584,i15437
s00584,i2679
s00584,i2671
s00584,i15528
s00584,i1587
s00584,i2266
s00584,i15741
s00586,i1671
s00586,i2369
s00586,a00107
s00586,a00111
s00586,i23526
s00586,a00225
s00586,a00701
s00586,a00232
s00586,i16223
s00586,i23229
s00586,i1146
s00586,a00717
s00586,a00700
s00586,a00649
s00586,a00093
s00586,a00939
s00586,a00504
s00586,i545
s00586,a00106
s00586,a00231
s00586,a00718
s00586,a00719
s00592,i3515
s00592,i25430
s00592,i1024
s00592,i21113
s00592,i5422
s00592,i23111
s00592,i16946
s00592,i21115
s00592,i1145
s00592,v00003
s00592,i21128
s00592,i23019
s00592,i2512
s00592,v01667
s00592,i21130
s00592,v01675
s00592,i19227
s00594,i379
s00594,i4116
s00594,v00045
s00594,i3715
s00594,a00440
s00594,i19915
s00594,i5149
s00594,i4034
s00594,i376
s00594,i6328
s00594,i2297
s00594,i19731
s00594,i6329
s00594,i20739
s00594,i5550
s00594,v01028
s00598,i2369
s00598,a00435
s00598,a00093
s00598,i1671
s00598,a00073
s00598,i23526
s00598,i658
s00598,i23535
s00598,a00717
s00598,i1415
s00598,i22233
s00598,i3444
s00598,a00101
s00598,i659
s00599,i2369
s00599,a00435
s00599,a00093
s00599,i1671
s00599,a00073
s00599,i23526
s00599,i658
s00599,i23535
s00599,a00717
s00599,i1415
s00599,i22233
s00599,i3444
s00599,a00101
s00599,i659
s00601,v01764
s00601,v00766
s00602,a00929
s00602,v01028
s00602,i5343
s00602,i21813
s00602,i125
s00602,i379
s00602,i21814
s00602,i3715
s00602,i4116
s00602,a00443
s00602,i25143
s00602,i25119
s00602,a00956
s00603,v00676
s00604,v00676
s00606,v00001
s00607,v00001
s00608,i1672
s00608,a00226
s00608,i2041
s00608,a00747
s00608,i3424
s00608,a00741
s00608,i6830
s00608,i6831
s00608,a00212
s00608,i16241
s00608,i824
s00608,i23041
s00608,i24640
s00608,a00220
s00608,a00732
s00608,a00780
s00608,a00750
s00608,i16811
s00608,i16245
s00608,i6516
s00608,i2721
s00608,a00760
s00608,i16240
s00609,a00690
s00609,a00929
s00609,i19440
s00609,i2389
s00609,i125
s00609,i165
s00609,i2608
s00609,i21811
s00609,i4828
s00609,a00870
s00609,a00927
s00609,i20823
s00609,i5343
s00609,i307
s00609,i17717
s00610,i14634
s00610,i19616
s00610,a00432
s00610,i1441
s00610,i3527
s00610,i16923
s00610,i16924
s00610,i14515
s00610,i17930
s00610,i13748
s00610,i13912
s00610,i13924
s00610,i13925
s00611,a00231
s00611,a00939
s00611,i1415
s00611,i16222
s00611,i3321
s00611,a00232
s00611,i3243
s00611,i659
s00611,i2710
s00611,i20031
s00611,i15631
s00611,i5843
s00611,i4129
s00611,a00789
s00611,i16225
s00611,i279
s00611,i16224
s00612,a00891
s00612,a00594
s00612,a00880
s00613,v01723
s00613,v01734
s00613,v03210
s00613,v01486
s00615,i1643
s00615,v00510
s00615,v01605
s00616,i23620
s00616,a00367
s00617,i23620
s00617,a00367
s00619,v00766
s00619,i2840
s00619,i19338
s00619,i19337
s00619,i559
s00619,i185
s00619,i1610
s00619,v02076
s00619,i24537
s00619,i1438
s00619,i7030
s00619,i21032
s00621,a00934
s00621,i21811
s00621,i13748
s00621,i1441
s00621,i5150
s00621,a00429
s00621,a00431
s00621,i1496
s00621,a00925
s00621,i21413
s00621,i3618
s00622,v00088
s00622,i125
s00622,v01049
s00622,i379
s00622,i3715
s00622,i4342
s00622,i4116
s00622,i1616
s00622,a00443
s00622,i307
s00622,i25143
s00623,v00088
s00623,i125
s00623,v01049
s00623,i379
s00623,i3715
s00623,i4342
s00623,i4116
s00623,i1616
s00623,a00443
s00623,i307
s00623,i25143
s00624,v00874
s00625,v00158
s00625,a00925
s00630,a00925
s00631,a00934
s00631,a00925
s00631,i5738
s00633,a00934
s00633,v00428
s00634,v01607
s00634,i1441
s00634,i21711
s00634,i13847
s00634,a00139
s00634,i16946
s00634,i1964
s00634,i14324
s00634,i21113
s00634,v01609
s00634,i20031
s00634,i14634
s00634,i14436
s00634,i2473
s00634,i1392
s00634,i13932
s00634,i14323
s00634,i13844
s00634,i13944
s00634,i13912
s00634,i13747
s00634,i21128
s00634,i21130
s00634,i21811
s00635,v01607
s00635,i1441
s00635,i21711
s00635,i13847
s00635,a00139
s00635,i16946
s00635,i1964
s00635,i14324
s00635,i21113
s00635,v01609
s00635,i20031
s00635,i14634
s00635,i14436
s00635,i2473
s00635,i1392
s00635,i13932
s00635,i14323
s00635,i13844
s00635,i13944
s00635,i13912
s00635,i13747
s00635,i21128
s00635,i21130
s00635,i21811
s00636,v03339
s00636,v00553
s00636,i23537
s00640,a00828
s00640,a00614
s00640,i20833
s00640,a00508
s00640,i16544
s00640,i1721
s00640,i1639
s00640,a00877
s00640,a00335
s00640,v00353
s00640,a00950
s00640,a00748
s00640,a00585
s00640,i20834
s00640,i129
s00640,a00580
s00640,i13833
s00641,v00426
s00642,v00426
s00643,i2139
s00643,i558
s00643,i16827
s00643,i21312
s00643,i25850
s00643,i15812
s00643,v00003
s00643,i26546
s00643,v02512
s00643,i1874
s00643,i3215
s00643,i19732
s00643,i22710
s00643,i5344
s00643,i2375
s00643,i307
s00643,i19733
s00643,i1887
s00644,a00448
s00644,a00427
s00644,a00399
s00644,a00367
s00644,a00435
s00644,i23620
s00644,i24644
s00645,i5843
s00645,i20031
s00645,i2818
s00645,i20010
s00646,i5843
s00646,i20031
s00646,i2818
s00646,i20010
s00647,a00929
s00647,v00088
s00647,i1620
s00647,i3629
s00647,i22046
s00647,i3713
s00647,i19440
s00647,i5343
s00647,i125
s00647,i3443
s00647,i1492
s00647,i042
s00647,i165
s00648,a00448
s00648,a00427
s00648,a00399
s00648,a00367
s00648,i24644
s00648,i23620
s00648,i23528
s00648,i23536
s00649,a00934
s00650,a00934
s00651,v00703
s00651,v02681
s00651,a00804
s00651,a00371
s00651,v03339
s00651,v00001
s00651,a00301
s00651,v01437
s00651,v02123
s00652,a00367
s00652,a00646
s00652,a00399
s00652,a00181
s00652,a00427
s00655,a00435
s00655,a00701
s00655,a00700
s00655,i24644
s00655,a00099
s00655,i6031
s00655,a00367
s00657,a00367
s00657,a00427
s00657,a00399
s00657,a00701
s00657,a00649
s00659,v00426
s00659,a00371
s00659,i16923
s00659,i16924
s00659,v01181
s00659,i2818
s00659,v00713
s00659,a00764
s00659,i4431
s00660,v01900
s00660,v01059
s00660,v02565
s00661,v02228
s00661,v01028
s00661,v00894
s00661,i19732
s00661,i20347
s00661,i19440
s00661,i21312
s00661,v00325
s00661,i5344
s00661,i21814
s00661,i26546
s00663,i3713
s00663,i1492
s00663,v00088
s00663,i3629
s00663,a00929
s00663,i1620
s00663,i125
s00663,i15522
s00663,i14919
s00663,i307
s00663,i22046
s00663,i19440
s00663,i4828
s00663,v01028
s00663,i21813
s00667,v00088
s00667,v02512
s00668,v00088
s00668,v02512
s00669,v00676
s00671,v01616
s00672,v01616
s00673,v00723
s00673,a00335
s00673,a00743
s00673,a00784
s00673,a00861
s00673,a00301
s00673,a00614
s00673,a00576
s00673,a00796
s00673,a00804
s00673,a00357
s00673,a00580
s00673,i557
s00673,a00425
s00674,i26639
s00675,v00088
s00676,v00088
s00676,v02398
s00676,v01003
s00678,v00045
s00678,v01613
s00678,v00064
s00678,v01104
s00678,v01286
s00678,v00973
s00678,v01287
s00678,v01284
s00678,v00931
s00678,i19731
s00678,v01285
s00678,i4116
s00678,v00894
s00678,v01091
s00678,i2119
s00678,a00430
s00685,a00789
s00685,a00763
s00685,a00828
s00685,i1415
s00685,i3321
s00685,a00111
s00685,i15631
s00685,i24644
s00685,i25738
s00685,a00367
s00685,i659
s00687,a00929
s00687,v01028
s00687,v00088
s00687,v01724
s00689,a00804
s00689,i359
s00689,i2376
s00689,v00649
s00689,i2013
s00689,i1516
s00689,i1514
s00689,i25222
s00689,v01370
s00689,i19838
s00689,v00990
s00689,a00670
s00689,i1568
s00689,a00092
s00689,i21827
s00690,v00426
s00690,a00371
s00690,v01181
s00691,v00676
s00694,v01003
s00694,i2041
s00694,a00593
s00694,v01499
s00694,i129
s00694,a00446
s00694,i219
s00694,a00857
s00694,a00537
s00694,a00773
s00694,i19736
s00695,v00664
s00695,i22213
s00695,i6423
s00695,i21647
s00695,i17728
s00695,i5522
s00695,i17729
s00695,i18445
s00695,i17717
s00695,i16826
s00695,i5344
s00695,i13823
s00695,i18037
s00695,i1887
s00695,i15714
s00695,i1905
s00695,i6916
s00695,i4824
s00695,i2173
s00695,i558
s00695,i25850
s00695,i1868
s00695,i18614
s00695,i815
s00695,i2814
s00695,i2634
s00695,i21649
s00695,i1532
s00698,i1415
s00698,i659
s00698,i658
s00698,a00367
s00699,v00001
s00699,a00641
s00700,a00929
s00701,v00766
s00701,i2840
s00701,i24531
s00701,i1511
s00701,i185
s00701,i7030
s00701,i19337
s00701,i19338
s00701,v01184
s00701,i24537
s00701,i24820
s00701,i22621
s00701,v01764
s00701,i5419
s00701,i19339
s00701,i1443
s00702,v01205
s00702,v01370
s00702,i165
s00702,v01316
s00702,v00829
s00702,i1709
s00702,v01269
s00703,v01205
s00703,v01370
s00703,i165
s00703,v01316
s00703,v00829
s00703,i1709
s00703,v01269
s00704,a00789
s00704,a00098
s00704,a00714
s00704,i1415
s00704,a00396
s00704,a00700
s00704,a00719
s00704,a00701
s00707,i5338
s00707,i489
s00707,i17741
s00707,i172
s00707,i19026
s00707,i4847
s00707,i2029
s00707,i21128
s00707,i5448
s00707,i304
s00707,i2818
s00707,i19227
s00707,i25635
s00707,v00137
s00707,i25030
s00707,i1624
s00707,i21130
s00707,i21113
s00707,i1631
s00708,i5338
s00708,i489
s00708,i17741
s00708,i172
s00708,i19026
s00708,i4847
s00708,i2029
s00708,i21128
s00708,i5448
s00708,i304
s00708,i2818
s00708,i19227
s00708,i25635
s00708,v00137
s00708,i25030
s00708,i1624
s00708,i21130
s00708,i21113
s00708,i1631
s00709,v02512
s00709,i22710
s00709,i22424
s00709,i15736
s00709,i24848
s00709,i4718
s00709,i15722
s00709,i15740
s00709,i22422
s00709,i22421
s00709,i24844
s00709,i26723
s00709,i2217
s00709,i2218
s00711,v00426
s00711,a00646
s00711,v00713
s00712,v00426
s00712,a00646
s00712,v00713
s00713,v02430
s00713,v00104
s00713,v00428
s00713,i2837
s00713,i3515
s00713,i23129
s00713,v02681
s00716,v01609
s00718,v01552
s00718,a00078
s00718,a00429
s00718,a00518
s00718,i4922
s00718,v01543
s00718,i23048
s00718,i523
s00718,i2634
s00718,i1441
s00718,i20430
s00718,i14923
s00718,i4923
s00718,i6421
s00719,a00646
s00719,a00399
s00719,v03339
s00719,a00427
s00719,a00701
s00721,v00874
s00721,i4922
s00721,i4923
s00721,v01486
s00722,a00950
s00722,i13833
s00722,a00614
s00722,i16544
s00722,i1639
s00722,i14150
s00722,i20833
s00722,i1721
s00722,i129
s00722,i366
s00722,i19443
s00722,i7049
s00722,i13832
s00723,a00950
s00723,i13833
s00723,a00614
s00723,i16544
s00723,i1639
s00723,i14150
s00723,i20833
s00723,i1721
s00723,i129
s00723,i366
s00723,i19443
s00723,i7049
s00723,i13832
s00727,v03233
s00727,v02142
s00729,v00681
s00729,a00586
s00729,v00738
s00729,a00508
s00730,v00426
s00730,i23620
s00730,i1415
s00730,a00107
s00731,v00426
s00731,i23620
s00731,i1415
s00731,a00107
s00734,a00934
s00734,i21127
s00735,a00448
s00735,a00736
s00735,a00804
s00735,a00572
s00735,a00427
s00735,a00739
s00735,v00104
s00735,a00811
s00735,a00422
s00735,i22928
s00735,a00371
s00735,a00784
s00735,i2274
s00735,a00169
s00735,a00684
s00735,i23129
s00735,i113
s00738,v00428
s00738,i1783
s00738,a00537
s00739,v00428
s00739,i1783
s00739,a00537
s00740,a00646
s00741,a00646
s00746,a00885
s00746,a00522
s00746,a00884
s00746,i4535
s00746,i5727
s00746,a00087
s00746,v00681
s00746,i18718
s00746,i19024
s00746,i25735
s00746,i1619
s00746,i2115
s00746,i19015
s00746,i5349
s00746,i14827
s00746,i19025
s00746,a00521
s00746,a00769
s00746,i19441
s00746,i19840
s00746,i6034
s00746,i1592
s00751,v00664
s00751,i22213
s00751,i1874
s00751,i811
s00751,i2176
s00751,i2173
s00751,i21648
s00751,i21649
s00751,i21642
s00751,i25850
s00751,i21638
s00751,i21647
s00751,i6423
s00751,i1887
s00751,i2172
s00751,v02132
s00751,i2028
s00751,i21643
s00751,i21644
s00753,a00929
s00753,i17823
s00753,i4110
s00753,i569
s00753,i3634
s00753,i3637
s00753,i4021
s00753,i18522
s00753,i307
s00753,v03233
s00753,i13823
s00753,i18530
s00753,i1499
s00753,v01028
s00753,i25537
s00754,v01609
s00754,v01607
s00757,i13747
s00757,i14924
s00757,v01609
s00757,i1449
s00757,i1441
s00757,i14324
s00757,i3618
s00761,i1861
s00764,a00935
s00764,a00078
s00764,a00634
s00764,v01457
s00764,a00647
s00764,v03339
s00764,v01546
s00764,v01565
s00764,a00641
s00764,a00646
s00764,v01607
s00764,v01609
s00765,a00935
s00765,a00078
s00765,a00634
s00765,v01457
s00765,a00647
s00765,v03339
s00765,v01546
s00765,v01565
s00765,a00641
s00765,a00646
s00765,v01607
s00765,v01609
s00766,v02681
s00766,v00001
s00766,v01435
s00766,v01437
s00766,v02123
s00766,v00444
s00766,v02505
s00766,v00428
s00766,v02233
s00766,v02249
s00766,v02398
s00766,v02971
s00766,v02399
s00766,v00307
s00767,v02681
s00767,v00001
s00767,v01435
s00767,v01437
s00767,v02123
s00767,v00444
s00767,v02505
s00767,v00428
s00767,v02233
s00767,v02249
s00767,v02398
s00767,v02971
s00767,v02399
s00767,v00307
s00774,v00307
s00774,v00001
s00774,v02398
s00774,v01486
s00774,v00428
s00775,v00307
s00775,v00001
s00775,v02398
s00775,v01486
s00775,v00428
s00778,v00003
s00778,i19440
s00778,i22710
s00779,v00003
s00779,i19440
s00779,i22710
s00780,v01104
s00780,i2119
s00780,v01284
s00780,v00045
s00780,i2642
s00780,i2643
s00780,i2644
s00780,i2645
s00780,i2646
s00780,i2647
s00780,i23637
s00780,a00439
s00780,v01537
s00780,i2120
s00780,v01613
s00780,i1654
s00780,i6328
s00780,v01787
s00780,v01091
s00780,v01618
s00780,i26427
s00780,v01285
s00781,v02398
s00781,v02242
s00781,v02399
s00781,v02243
s00781,v02986
s00781,v01735
s00781,v01724
s00781,v01181
s00781,v02400
s00786,a00934
s00786,i3450
s00786,v02512
s00786,i17717
s00788,v01486
s00789,v01284
s00789,v01345
s00789,v01104
s00789,i1654
s00789,v01091
s00789,i2119
s00789,v00973
s00789,v01787
s00789,i1698
s00789,i2642
s00789,i2643
s00789,i2644
s00789,i2645
s00789,i2646
s00789,i2647
s00789,a00430
s00789,i14918
s00789,i2120
s00789,v01537
s00789,v01061
s00789,v00045
s00789,a00439
s00789,v01286
s00789,i14929
s00789,v01057
s00790,v00104
s00790,v00428
s00790,v02430
s00790,i3515
s00790,v00054
s00790,v01003
s00790,v00001
s00790,v02123
s00791,i19732
s00791,i21814
s00791,i21813
s00791,i2139
s00791,i17717
s00791,i21312
s00791,i16827
s00791,v01609
s00792,i19732
s00792,i21814
s00792,i21813
s00792,i2139
s00792,i17717
s00792,i21312
s00792,i16827
s00792,v01609
s00797,a00139
s00797,a00147
s00797,a00140
s00797,a00146
s00797,a00177
s00797,i21711
s00797,a00161
s00797,a00136
s00797,a00144
s00797,a00138
s00797,v01607
s00797,i121
s00797,a00646
s00797,a00642
s00797,a00143
s00797,a00135
s00797,a00137
s00797,i132
s00797,i14635
s00797,v00160
s00797,a00164
s00797,a00148
s00797,i25834
s00799,v01486
s00799,v00874
s00799,i5142
s00799,i4922
s00799,i5145
s00799,i4923
s00799,a00688
s00799,i5141
s00800,i3450
s00800,i17717
s00800,v02512
s00800,i165
s00800,a00443
s00800,a00934
s00801,v03356
s00801,v00428
s00801,v02681
s00801,v02084
s00801,v01051
s00801,v01157
s00801,v01439
s00801,v00444
s00801,v01437
s00801,v01231
s00801,v01435
s00801,v01037
s00801,v01343
s00802,v00104
s00802,i113
s00802,i112
s00802,a00162
s00802,a00705
s00802,a00763
s00802,i1964
s00802,a00895
s00802,a00543
s00802,a00690
s00802,a00555
s00802,i6113
s00802,a00739
s00802,a00804
s00802,i18546
s00802,a00572
s00802,a00881
s00803,v00104
s00803,i113
s00803,i112
s00803,a00162
s00803,a00705
s00803,a00763
s00803,i1964
s00803,a00895
s00803,a00543
s00803,a00690
s00803,a00555
s00803,i6113
s00803,a00739
s00803,a00804
s00803,i18546
s00803,a00572
s00803,a00881
s00804,v00676
s00805,v00676
s00809,v00426
s00809,i2818
s00809,a00371
s00810,v00426
s00810,i2818
s00810,a00371
s00814,i15425
s00814,a00929
s00814,i4021
s00814,v02142
s00814,v01028
s00814,v03233
s00814,i1499
s00814,a00429
s00815,v02055
s00815,v01675
s00815,v01580
s00815,v01285
s00815,i2028
s00815,v01287
s00815,v01286
s00816,v02055
s00816,v01675
s00816,v01580
s00816,v01285
s00816,i2028
s00816,v01287
s00816,v01286
s00819,a00895
s00819,v00104
s00819,v02430
s00819,v00428
s00819,i3515
s00819,i23129
s00822,v00426
s00823,v00426
s00824,i1638
s00824,a00107
s00824,a00240
s00824,a00106
s00824,a00767
s00824,a00702
s00824,i21827
s00824,a00371
s00824,a00105
s00824,i23535
s00824,a00238
s00824,i20031
s00824,i23525
s00824,i2735
s00824,a00110
s00824,i3245
s00824,i23228
s00824,i19439
s00825,i1638
s00825,a00107
s00825,a00240
s00825,a00106
s00825,a00767
s00825,a00702
s00825,i21827
s00825,a00371
s00825,a00105
s00825,i23535
s00825,a00238
s00825,i20031
s00825,i23525
s00825,i2735
s00825,a00110
s00825,i3245
s00825,i23228
s00825,i19439
s00826,v00426
s00826,v00583
s00826,i2818
s00827,v01370
s00827,v00428
s00827,v00001
s00827,v01269
s00828,v01370
s00828,v00428
s00828,v00001
s00828,v01269
s00829,a00371
s00829,v00426
s00829,i1964
s00829,i17649
s00829,i2818
s00830,a00371
s00830,v00426
s00830,i1964
s00830,i17649
s00830,i2818
s00831,a00804
s00831,i2837
s00831,a00885
s00831,a00739
s00831,a00162
s00835,i3515
s00835,i25223
s00835,i15740
s00835,a00934
s00835,i18637
s00835,v00003
s00835,i22119
s00835,i22120
s00836,i3515
s00836,i25223
s00836,i15740
s00836,a00934
s00836,i18637
s00836,v00003
s00836,i22119
s00836,i22120
s00837,a00789
s00837,i1415
s00837,a00767
s00837,i659
s00837,a00703
s00837,i15631
s00837,a00240
s00837,a00245
s00837,i3321
s00837,i5843
s00837,i20031
s00838,a00789
s00838,i1415
s00838,a00767
s00838,i659
s00838,a00703
s00838,i15631
s00838,a00240
s00838,a00245
s00838,i3321
s00838,i5843
s00838,i20031
s00839,a00895
s00839,a00695
s00839,i3515
s00839,v00428
s00840,a00895
s00840,a00695
s00840,i3515
s00840,v00428
s00841,v00104
s00841,a00888
s00841,a00609
s00841,v02681
s00841,v01009
s00841,v00054
s00841,a00812
s00841,a00861
s00841,a00895
s00841,v02736
s00841,a00736
s00849,v00766
s00849,i1511
s00849,i2840
s00849,i185
s00849,i19337
s00849,i19338
s00849,i24531
s00849,i559
s00849,i7030
s00849,v02076
s00849,v01184
s00849,i5813
s00849,i21032
s00849,i21137
s00849,i24537
s00849,v02705
s00849,i1610
s00849,i5419
s00849,i1443
s00849,i20748
s00849,i24820
s00849,i24544
s00849,i2475
s00850,v00766
s00850,i1511
s00850,i2840
s00850,i185
s00850,i19337
s00850,i19338
s00850,i24531
s00850,i559
s00850,i7030
s00850,v02076
s00850,v01184
s00850,i5813
s00850,i21032
s00850,i21137
s00850,i24537
s00850,v02705
s00850,i1610
s00850,i5419
s00850,i1443
s00850,i20748
s00850,i24820
s00850,i24544
s00850,i2475
s00851,v00104
s00851,i5150
s00851,v00874
s00851,i22825
s00851,i25631
s00851,i19736
s00851,i3515
s00851,i16040
s00851,v01003
s00851,v01439
s00851,i23129
s00854,v00426
s00854,i19439
s00854,a00767
s00854,a00371
s00854,i1415
s00854,i25743
s00854,i16222
s00854,i2818
s00855,v01607
s00855,v01609
s00855,a00161
s00855,a00147
s00855,a00175
s00855,a00139
s00856,v00104
s00856,a00895
s00856,a00558
s00856,a00739
s00856,a00812
s00856,a00762
s00856,a00843
s00856,a00692
s00856,a00690
s00856,a00418
s00856,a00861
s00856,i292
s00857,v00104
s00857,a00895
s00857,a00558
s00857,a00739
s00857,a00812
s00857,a00762
s00857,a00843
s00857,a00692
s00857,a00690
s00857,a00418
s00857,a00861
s00857,i292
s00858,v00426
s00858,v02681
s00858,i1415
s00858,a00235
s00858,a00508
s00858,v03339
s00858,i15631
s00859,v00426
s00859,v02681
s00859,i1415
s00859,a00235
s00859,a00508
s00859,v03339
s00859,i15631
s00860,a00432
s00860,a00877
s00860,a00889
s00860,i21127
s00865,v01486
s00865,a00641
s00866,v01486
s00866,a00641
s00867,a00429
s00867,v01003
s00867,i13748
s00867,i21649
s00868,a00429
s00868,v01003
s00868,i13748
s00868,i21649
s00869,v01607
s00869,v01609
s00869,i1441
s00869,i1392
s00869,i13847
s00869,i14324
s00869,i14634
s00869,i5422
s00869,i13924
s00869,i13925
s00869,i21115
s00869,i19616
s00869,i13844
s00869,i13944
s00869,i16946
s00869,i1964
s00869,i23123
s00869,i2174
s00869,i21113
s00869,i2173
s00869,i18629
s00869,i25540
s00869,i19732
s00869,i17638
s00869,i22617
s00869,i22618
s00869,i25844
s00869,i6423
s00870,a00641
s00871,i3515
s00871,i129
s00871,a00540
s00872,i3515
s00872,i129
s00872,a00540
s00873,i21813
s00873,i921
s00873,i21820
s00873,i21814
s00873,v00325
s00873,i4818
s00873,i125
s00873,i5343
s00873,i1620
s00873,a00156
s00873,a00885
s00873,i2515
s00873,i3432
s00873,i165
s00873,i22819
s00873,i4817
s00873,i25534
s00873,i25535
s00873,i2389
s00873,i20031
s00873,i302
s00874,i21813
s00874,i921
s00874,i21820
s00874,i21814
s00874,v00325
s00874,i4818
s00874,i125
s00874,i5343
s00874,i1620
s00874,a00156
s00874,a00885
s00874,i2515
s00874,i3432
s00874,i165
s00874,i22819
s00874,i4817
s00874,i25534
s00874,i25535
s00874,i2389
s00874,i20031
s00874,i302
s00875,a00736
s00875,v02706
s00875,v00104
s00875,a00804
s00875,a00418
s00875,v00325
s00875,i1651
s00875,a00812
s00875,v02681
s00875,a00423
s00875,a00422
s00875,i15940
s00875,i15941
s00875,i15942
s00875,i1605
s00875,i1606
s00876,v01028
s00876,i5422
s00876,i5150
s00876,i558
s00876,i3432
s00876,i2818
s00876,i19732
s00876,v00325
s00876,i20743
s00876,i21814
s00876,v00426
s00876,i19440
s00877,v00676
s00878,v00676
s00880,a00367
s00880,a00105
s00880,v00704
s00880,a00646
s00880,i4129
s00880,i1415
s00880,v00426
s00881,i13912
s00881,i14433
s00881,i1389
s00881,i13924
s00881,i13925
s00881,i1438
s00881,i14634
s00881,i14628
s00881,i2822
s00881,i1445
s00881,i14411
s00881,i13844
s00881,i13944
s00881,i5216
s00881,i14323
s00881,i13847
s00881,i14517
s00881,i486
s00881,i1657
s00881,i1441
s00881,i22819
s00881,i7133
s00881,i558
s00881,i14324
s00881,i523
s00881,i14649
s00881,i14515
s00881,i1457
s00883,v00426
